aÃ±o,departamento,provincia,municipio,nivel,vuelta,coalicion,partido_lider,partido,siglas,votos
1962,PERAVIA,PROVINCIA AZUA,PADRE LAS CASAS,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,68
1962,PERAVIA,PROVINCIA AZUA,PADRE LAS CASAS,OTRAS,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,562
1962,PERAVIA,PROVINCIA AZUA,PADRE LAS CASAS,OTRAS,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,62
1962,PERAVIA,PERAVIA,BANI,NACIONAL,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,151
1962,PERAVIA,PERAVIA,BANI,NACIONAL,NA,NA,NA,PARTIDO NACIONAL,NA,63
1962,PERAVIA,PERAVIA,BANI,NACIONAL,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,"1,309"
1962,PERAVIA,PERAVIA,BANI,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"13,972"
1962,PERAVIA,PERAVIA,BANI,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,284
1962,PERAVIA,PERAVIA,BANI,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,745
1962,PERAVIA,PERAVIA,BANI,NACIONAL,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,"4,233"
1962,PERAVIA,PERAVIA,BANI,NACIONAL,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,310
1962,PERAVIA,PERAVIA,BANI,OTRAS,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,331
1962,PERAVIA,PERAVIA,BANI,OTRAS,NA,NA,NA,PARTIDO NACIONAL,NA,67
1962,PERAVIA,PERAVIA,BANI,OTRAS,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,"1,403"
1962,PERAVIA,PERAVIA,BANI,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"14,282"
1962,PERAVIA,PERAVIA,BANI,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,288
1962,PERAVIA,PERAVIA,BANI,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,895
1962,PERAVIA,PERAVIA,BANI,OTRAS,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,"4,388"
1962,PERAVIA,PERAVIA,BANI,OTRAS,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,342
1962,PERAVIA,PERAVIA,SAN JOSE DE OCOA,NACIONAL,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,12
1962,PERAVIA,PERAVIA,SAN JOSE DE OCOA,NACIONAL,NA,NA,NA,PARTIDO NACIONAL,NA,16
1962,PERAVIA,PERAVIA,SAN JOSE DE OCOA,NACIONAL,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,20
1962,PERAVIA,PERAVIA,SAN JOSE DE OCOA,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"7,793"
1962,PERAVIA,PERAVIA,SAN JOSE DE OCOA,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,39
1962,PERAVIA,PERAVIA,SAN JOSE DE OCOA,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,47
1962,PERAVIA,PERAVIA,SAN JOSE DE OCOA,NACIONAL,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,"3,244"
1962,PERAVIA,PERAVIA,SAN JOSE DE OCOA,NACIONAL,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,57
1962,PERAVIA,PERAVIA,SAN JOSE DE OCOA,OTRAS,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,12
1962,PERAVIA,PERAVIA,SAN JOSE DE OCOA,OTRAS,NA,NA,NA,PARTIDO NACIONAL,NA,16
1962,PERAVIA,PERAVIA,SAN JOSE DE OCOA,OTRAS,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,20
1962,PERAVIA,PERAVIA,SAN JOSE DE OCOA,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"7,793"
1962,PERAVIA,PERAVIA,SAN JOSE DE OCOA,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,39
1962,PERAVIA,PERAVIA,SAN JOSE DE OCOA,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,47
1962,PERAVIA,PERAVIA,SAN JOSE DE OCOA,OTRAS,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,"3,244"
1962,PERAVIA,PERAVIA,SAN JOSE DE OCOA,OTRAS,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,57
1962,PERAVIA,SAN CRISTOBAL,BAYAGUANA,NACIONAL,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,469
1962,PERAVIA,SAN CRISTOBAL,BAYAGUANA,NACIONAL,NA,NA,NA,PARTIDO NACIONAL,NA,NA
1962,PERAVIA,SAN CRISTOBAL,BAYAGUANA,NACIONAL,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,17
1962,PERAVIA,SAN CRISTOBAL,BAYAGUANA,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"3,816"
1962,PERAVIA,SAN CRISTOBAL,BAYAGUANA,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,NA
1962,PERAVIA,SAN CRISTOBAL,BAYAGUANA,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,44
1962,PERAVIA,SAN CRISTOBAL,BAYAGUANA,NACIONAL,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,"1,124"
1962,PERAVIA,SAN CRISTOBAL,BAYAGUANA,NACIONAL,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,NA
1962,PERAVIA,SAN CRISTOBAL,BAYAGUANA,OTRAS,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,471
1962,PERAVIA,SAN CRISTOBAL,BAYAGUANA,OTRAS,NA,NA,NA,PARTIDO NACIONAL,NA,10
1962,PERAVIA,SAN CRISTOBAL,BAYAGUANA,OTRAS,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,17
1962,PERAVIA,SAN CRISTOBAL,BAYAGUANA,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"3,727"
1962,PERAVIA,SAN CRISTOBAL,BAYAGUANA,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,48
1962,PERAVIA,SAN CRISTOBAL,BAYAGUANA,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,44
1962,PERAVIA,SAN CRISTOBAL,BAYAGUANA,OTRAS,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,"1,123"
1962,PERAVIA,SAN CRISTOBAL,BAYAGUANA,OTRAS,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,73
1962,PERAVIA,SAN CRISTOBAL,MONTE PLATA,NACIONAL,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,215
1962,PERAVIA,SAN CRISTOBAL,MONTE PLATA,NACIONAL,NA,NA,NA,PARTIDO NACIONAL,NA,NA
1962,PERAVIA,SAN CRISTOBAL,MONTE PLATA,NACIONAL,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,40
1962,PERAVIA,SAN CRISTOBAL,MONTE PLATA,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"14,794"
1962,PERAVIA,SAN CRISTOBAL,MONTE PLATA,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,NA
1962,PERAVIA,SAN CRISTOBAL,MONTE PLATA,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,70
1962,PERAVIA,SAN CRISTOBAL,MONTE PLATA,NACIONAL,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,"1,366"
1962,PERAVIA,SAN CRISTOBAL,MONTE PLATA,NACIONAL,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,NA
1962,PERAVIA,SAN CRISTOBAL,MONTE PLATA,OTRAS,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,221
1962,PERAVIA,SAN CRISTOBAL,MONTE PLATA,OTRAS,NA,NA,NA,PARTIDO NACIONAL,NA,15
1962,PERAVIA,SAN CRISTOBAL,MONTE PLATA,OTRAS,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,39
1962,PERAVIA,SAN CRISTOBAL,MONTE PLATA,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"14,591"
1962,PERAVIA,SAN CRISTOBAL,MONTE PLATA,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,146
1962,PERAVIA,SAN CRISTOBAL,MONTE PLATA,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,70
1962,PERAVIA,SAN CRISTOBAL,MONTE PLATA,OTRAS,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,"1,363"
1962,PERAVIA,SAN CRISTOBAL,MONTE PLATA,OTRAS,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,165
1962,PERAVIA,SAN CRISTOBAL,SAN CRISTOBAL,NACIONAL,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,130
1962,PERAVIA,SAN CRISTOBAL,SAN CRISTOBAL,NACIONAL,NA,NA,NA,PARTIDO NACIONAL,NA,NA
1962,PERAVIA,SAN CRISTOBAL,SAN CRISTOBAL,NACIONAL,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,676
1962,PERAVIA,SAN CRISTOBAL,SAN CRISTOBAL,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"38,173"
1962,PERAVIA,SAN CRISTOBAL,SAN CRISTOBAL,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,NA
1962,PERAVIA,SAN CRISTOBAL,SAN CRISTOBAL,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,395
1962,PERAVIA,SAN CRISTOBAL,SAN CRISTOBAL,NACIONAL,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,"1,662"
1962,PERAVIA,SAN CRISTOBAL,SAN CRISTOBAL,NACIONAL,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,NA
1962,PERAVIA,SAN CRISTOBAL,SAN CRISTOBAL,OTRAS,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,138
1962,PERAVIA,SAN CRISTOBAL,SAN CRISTOBAL,OTRAS,NA,NA,NA,PARTIDO NACIONAL,NA,214
1962,PERAVIA,SAN CRISTOBAL,SAN CRISTOBAL,OTRAS,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,804
1962,PERAVIA,SAN CRISTOBAL,SAN CRISTOBAL,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"37,250"
1962,PERAVIA,SAN CRISTOBAL,SAN CRISTOBAL,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,353
1962,PERAVIA,SAN CRISTOBAL,SAN CRISTOBAL,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,426
1962,PERAVIA,SAN CRISTOBAL,SAN CRISTOBAL,OTRAS,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,"1,639"
1962,PERAVIA,SAN CRISTOBAL,SAN CRISTOBAL,OTRAS,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,547
1962,PERAVIA,SAN CRISTOBAL,VILLA ALTAGRACIA,NACIONAL,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,11
1962,PERAVIA,SAN CRISTOBAL,VILLA ALTAGRACIA,NACIONAL,NA,NA,NA,PARTIDO NACIONAL,NA,NA
1962,PERAVIA,SAN CRISTOBAL,VILLA ALTAGRACIA,NACIONAL,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,24
1962,PERAVIA,SAN CRISTOBAL,VILLA ALTAGRACIA,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"7,274"
1962,PERAVIA,SAN CRISTOBAL,VILLA ALTAGRACIA,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,NA
1962,PERAVIA,SAN CRISTOBAL,VILLA ALTAGRACIA,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,413
1962,PERAVIA,SAN CRISTOBAL,VILLA ALTAGRACIA,NACIONAL,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,668
1962,PERAVIA,SAN CRISTOBAL,VILLA ALTAGRACIA,NACIONAL,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,NA
1962,PERAVIA,SAN CRISTOBAL,VILLA ALTAGRACIA,OTRAS,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,10
1962,PERAVIA,SAN CRISTOBAL,VILLA ALTAGRACIA,OTRAS,NA,NA,NA,PARTIDO NACIONAL,NA,36
1962,PERAVIA,SAN CRISTOBAL,VILLA ALTAGRACIA,OTRAS,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,23
1962,PERAVIA,SAN CRISTOBAL,VILLA ALTAGRACIA,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"7,010"
1962,PERAVIA,SAN CRISTOBAL,VILLA ALTAGRACIA,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,178
1962,PERAVIA,SAN CRISTOBAL,VILLA ALTAGRACIA,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,411
1962,PERAVIA,SAN CRISTOBAL,VILLA ALTAGRACIA,OTRAS,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,661
1962,PERAVIA,SAN CRISTOBAL,VILLA ALTAGRACIA,OTRAS,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,177
1962,PERAVIA,SAN CRISTOBAL,YAMASA,NACIONAL,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,21
1962,PERAVIA,SAN CRISTOBAL,YAMASA,NACIONAL,NA,NA,NA,PARTIDO NACIONAL,NA,NA
1962,PERAVIA,SAN CRISTOBAL,YAMASA,NACIONAL,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,35
1962,PERAVIA,SAN CRISTOBAL,YAMASA,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"8,364"
1962,PERAVIA,SAN CRISTOBAL,YAMASA,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,NA
1962,PERAVIA,SAN CRISTOBAL,YAMASA,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,"1,761"
1962,PERAVIA,SAN CRISTOBAL,YAMASA,NACIONAL,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,"1,040"
1962,PERAVIA,SAN CRISTOBAL,YAMASA,NACIONAL,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,NA
1962,PERAVIA,SAN CRISTOBAL,YAMASA,OTRAS,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,21
1962,PERAVIA,SAN CRISTOBAL,YAMASA,OTRAS,NA,NA,NA,PARTIDO NACIONAL,NA,23
1962,PERAVIA,SAN CRISTOBAL,YAMASA,OTRAS,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,35
1962,PERAVIA,SAN CRISTOBAL,YAMASA,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"8,128"
1962,PERAVIA,SAN CRISTOBAL,YAMASA,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,122
1962,PERAVIA,SAN CRISTOBAL,YAMASA,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,"1,761"
1962,PERAVIA,SAN CRISTOBAL,YAMASA,OTRAS,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,"1,040"
1962,PERAVIA,SAN CRISTOBAL,YAMASA,OTRAS,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,213
1962,SAN JUAN,ELIAS PIï¿½A,BANICA,NACIONAL,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,10
1962,SAN JUAN,ELIAS PIï¿½A,BANICA,NACIONAL,NA,NA,NA,PARTIDO NACIONAL,NA,14
1962,SAN JUAN,ELIAS PIï¿½A,BANICA,NACIONAL,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,662
1962,SAN JUAN,ELIAS PIï¿½A,BANICA,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,743
1962,SAN JUAN,ELIAS PIï¿½A,BANICA,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,17
1962,SAN JUAN,ELIAS PIï¿½A,BANICA,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,8
1962,SAN JUAN,ELIAS PIï¿½A,BANICA,NACIONAL,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,507
1962,SAN JUAN,ELIAS PIï¿½A,BANICA,NACIONAL,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,68
1962,SAN JUAN,ELIAS PIï¿½A,BANICA,OTRAS,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,10
1962,SAN JUAN,ELIAS PIï¿½A,BANICA,OTRAS,NA,NA,NA,PARTIDO NACIONAL,NA,14
1962,SAN JUAN,ELIAS PIï¿½A,BANICA,OTRAS,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,662
1962,SAN JUAN,ELIAS PIï¿½A,BANICA,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,743
1962,SAN JUAN,ELIAS PIï¿½A,BANICA,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,17
1962,SAN JUAN,ELIAS PIï¿½A,BANICA,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,8
1962,SAN JUAN,ELIAS PIï¿½A,BANICA,OTRAS,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,507
1962,SAN JUAN,ELIAS PIï¿½A,BANICA,OTRAS,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,68
1962,SAN JUAN,ELIAS PIï¿½A,ELIAS PIÑA,NACIONAL,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,71
1962,SAN JUAN,ELIAS PIï¿½A,ELIAS PIÑA,NACIONAL,NA,NA,NA,PARTIDO NACIONAL,NA,53
1962,SAN JUAN,ELIAS PIï¿½A,ELIAS PIÑA,NACIONAL,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,"1,981"
1962,SAN JUAN,ELIAS PIï¿½A,ELIAS PIÑA,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"3,244"
1962,SAN JUAN,ELIAS PIï¿½A,ELIAS PIÑA,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,105
1962,SAN JUAN,ELIAS PIï¿½A,ELIAS PIÑA,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,88
1962,SAN JUAN,ELIAS PIï¿½A,ELIAS PIÑA,NACIONAL,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,"1,167"
1962,SAN JUAN,ELIAS PIï¿½A,ELIAS PIÑA,NACIONAL,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,144
1962,SAN JUAN,ELIAS PIï¿½A,ELIAS PIÑA,OTRAS,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,68
1962,SAN JUAN,ELIAS PIï¿½A,ELIAS PIÑA,OTRAS,NA,NA,NA,PARTIDO NACIONAL,NA,51
1962,SAN JUAN,ELIAS PIï¿½A,ELIAS PIÑA,OTRAS,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,"1,916"
1962,SAN JUAN,ELIAS PIï¿½A,ELIAS PIÑA,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"3,243"
1962,SAN JUAN,ELIAS PIï¿½A,ELIAS PIÑA,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,107
1962,SAN JUAN,ELIAS PIï¿½A,ELIAS PIÑA,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,89
1962,SAN JUAN,ELIAS PIï¿½A,ELIAS PIÑA,OTRAS,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,"1,165"
1962,SAN JUAN,ELIAS PIï¿½A,ELIAS PIÑA,OTRAS,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,146
1962,SAN JUAN,ELIAS PIï¿½A,PEDRO SANTANA,NACIONAL,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,8
1962,SAN JUAN,ELIAS PIï¿½A,PEDRO SANTANA,NACIONAL,NA,NA,NA,PARTIDO NACIONAL,NA,NA
1962,SAN JUAN,ELIAS PIï¿½A,PEDRO SANTANA,NACIONAL,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,124
1962,SAN JUAN,ELIAS PIï¿½A,PEDRO SANTANA,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,895
1962,SAN JUAN,ELIAS PIï¿½A,PEDRO SANTANA,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,22
1962,SAN JUAN,ELIAS PIï¿½A,PEDRO SANTANA,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,11
1962,SAN JUAN,ELIAS PIï¿½A,PEDRO SANTANA,NACIONAL,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,738
1962,SAN JUAN,ELIAS PIï¿½A,PEDRO SANTANA,NACIONAL,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,NA
1962,SAN JUAN,ELIAS PIï¿½A,PEDRO SANTANA,OTRAS,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,8
1962,SAN JUAN,ELIAS PIï¿½A,PEDRO SANTANA,OTRAS,NA,NA,NA,PARTIDO NACIONAL,NA,NA
1962,SAN JUAN,ELIAS PIï¿½A,PEDRO SANTANA,OTRAS,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,124
1962,SAN JUAN,ELIAS PIï¿½A,PEDRO SANTANA,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,895
1962,SAN JUAN,ELIAS PIï¿½A,PEDRO SANTANA,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,22
1962,SAN JUAN,ELIAS PIï¿½A,PEDRO SANTANA,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,11
1962,SAN JUAN,ELIAS PIï¿½A,PEDRO SANTANA,OTRAS,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,738
1962,SAN JUAN,ELIAS PIï¿½A,PEDRO SANTANA,OTRAS,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,NA
1962,SAN JUAN,PROVINCIA SAN JUAN,EL CERCADO,NACIONAL,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,32
1962,SAN JUAN,PROVINCIA SAN JUAN,EL CERCADO,NACIONAL,NA,NA,NA,PARTIDO NACIONAL,NA,NA
1962,SAN JUAN,PROVINCIA SAN JUAN,EL CERCADO,NACIONAL,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,"2,169"
1962,SAN JUAN,PROVINCIA SAN JUAN,EL CERCADO,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,380
1962,SAN JUAN,PROVINCIA SAN JUAN,EL CERCADO,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,NA
1962,SAN JUAN,PROVINCIA SAN JUAN,EL CERCADO,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,32
1962,SAN JUAN,PROVINCIA SAN JUAN,EL CERCADO,NACIONAL,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,846
1962,SAN JUAN,PROVINCIA SAN JUAN,EL CERCADO,NACIONAL,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,NA
1962,SAN JUAN,PROVINCIA SAN JUAN,EL CERCADO,OTRAS,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,32
1962,SAN JUAN,PROVINCIA SAN JUAN,EL CERCADO,OTRAS,NA,NA,NA,PARTIDO NACIONAL,NA,NA
1962,SAN JUAN,PROVINCIA SAN JUAN,EL CERCADO,OTRAS,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,"2,169"
1962,SAN JUAN,PROVINCIA SAN JUAN,EL CERCADO,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,380
